UniqueID,Region,AOI,Start_date,End_date,Duration,ShrCount,UncyCount,NSM,SCE,EPR,EPRunc,LRR,LRI,LCI,LSE,LR2,WLR,WLI,WCI,WSE,WR2,Dates,Distances,OrientFix
100228182018,Auckland,Hobsonville,1940-04-22,2012-01-01,72,9,9,-39.92,46.08,-0.56,0.03,-0.41,224.34,0.33,11.98,0.45,-0.31,222.81,0.23,5.57,0.48,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04', '1988-02-01', '1999-01-01', '2003-01-01', '2012-01-01']","[241.66, 224.45, 195.58, 196.79, 207.2, 201.28, 201.89, 205.17, 201.75]",kept
100228182019,Auckland,Hobsonville,1940-04-22,2012-01-01,72,7,7,-37.89,38.14,-0.53,0.03,-0.43,230.52,0.25,8.38,0.7,-0.38,230.08,0.18,3.74,0.78,"['1940-04-22', '1950-10-14', '1972-04-14', '1981-01-04', '1999-01-01', '2003-01-01', '2012-01-01']","[241.66, 222.29, 203.51, 209.79, 205.77, 206.84, 203.76]",kept
100228182020,Auckland,Hobsonville,1940-04-22,2012-01-01,72,7,7,-30.6,34.61,-0.43,0.03,-0.35,226.94,0.24,7.94,0.63,-0.29,226.46,0.17,3.54,0.71,"['1940-04-22', '1950-10-14', '1972-04-14', '1981-01-04', '1999-01-01', '2003-01-01', '2012-01-01']","[236.97, 219.7, 202.36, 213.05, 206.93, 206.43, 206.37]",kept
100228182583,Auckland,Hobsonville,1940-04-22,2012-01-01,72,9,9,-42.87,47.48,-0.6,0.03,-0.46,223.39,0.34,12.26,0.49,-0.36,221.76,0.24,5.71,0.54,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04', '1988-02-01', '1999-01-01', '2003-01-01', '2012-01-01']","[240.45, 224.21, 192.97, 193.37, 204.03, 197.75, 198.85, 200.04, 197.58]",kept
100228314814,Auckland,Hobsonville,1940-04-22,2003-01-01,63,8,8,-48.12,48.48,-0.77,0.05,-0.74,229.07,0.23,7.14,0.86,-0.74,229.3,0.25,3.21,0.85,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04', '1988-02-01', '1999-01-01', '2003-01-01']","[234.55, 224.63, 198.61, 202.65, 206.36, 190.87, 186.08, 186.43]",kept
100228314815,Auckland,Hobsonville,1940-04-22,2003-01-01,63,8,8,-48.45,48.45,-0.77,0.05,-0.76,230.45,0.24,7.27,0.86,-0.77,230.86,0.25,3.25,0.86,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04', '1988-02-01', '1999-01-01', '2003-01-01']","[235.05, 228.47, 199.61, 201.89, 204.83, 190.21, 188.19, 186.61]",kept
100228314816,Auckland,Hobsonville,1940-04-22,2012-01-01,72,9,9,-49.74,49.74,-0.69,0.03,-0.69,227.6,0.18,6.62,0.88,-0.63,226.63,0.13,3.11,0.92,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04', '1988-02-01', '1999-01-01', '2003-01-01', '2012-01-01']","[231.85, 227.11, 198.32, 203.99, 203.37, 189.46, 187.84, 186.24, 182.1]",kept
100228314817,Auckland,Hobsonville,1940-04-22,2012-01-01,72,9,9,-51.5,51.5,-0.72,0.03,-0.7,228.0,0.21,7.75,0.85,-0.62,226.58,0.16,3.73,0.89,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04', '1988-02-01', '1999-01-01', '2003-01-01', '2012-01-01']","[234.92, 228.07, 197.6, 199.72, 202.06, 188.84, 186.66, 186.95, 183.42]",kept
100228314818,Auckland,Hobsonville,1940-04-22,2012-01-01,72,9,9,-53.36,53.36,-0.74,0.03,-0.72,229.03,0.27,9.77,0.79,-0.62,227.53,0.19,4.63,0.84,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04', '1988-02-01', '1999-01-01', '2003-01-01', '2012-01-01']","[237.64, 232.11, 196.93, 194.13, 200.58, 189.25, 187.07, 188.59, 184.29]",kept
100228314819,Auckland,Hobsonville,1940-04-22,2012-01-01,72,9,9,-56.35,56.35,-0.79,0.03,-0.73,229.91,0.3,10.95,0.75,-0.62,228.39,0.21,5.13,0.81,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04', '1988-02-01', '1999-01-01', '2003-01-01', '2012-01-01']","[241.48, 232.22, 196.34, 192.47, 200.36, 189.43, 189.16, 189.93, 185.13]",kept
100228314820,Auckland,Hobsonville,1940-04-22,2012-01-01,72,9,9,-50.75,50.75,-0.71,0.03,-0.65,227.3,0.28,10.23,0.73,-0.55,225.99,0.2,4.73,0.8,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04', '1988-02-01', '1999-01-01', '2003-01-01', '2012-01-01']","[238.41, 229.15, 198.45, 191.35, 201.08, 190.87, 191.65, 191.86, 187.66]",kept
100228314821,Auckland,Hobsonville,1940-04-22,2012-01-01,72,9,9,-46.17,46.17,-0.64,0.03,-0.57,224.38,0.29,10.41,0.67,-0.48,223.2,0.2,4.77,0.75,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04', '1988-02-01', '1999-01-01', '2003-01-01', '2012-01-01']","[235.93, 226.77, 196.88, 190.42, 201.45, 191.9, 193.33, 193.95, 189.76]",kept
100228314822,Auckland,Hobsonville,1940-04-22,2012-01-01,72,9,9,-46.41,47.73,-0.65,0.03,-0.55,224.72,0.32,11.61,0.61,-0.45,223.13,0.23,5.42,0.66,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04', '1988-02-01', '1999-01-01', '2003-01-01', '2012-01-01']","[239.12, 226.76, 194.07, 191.39, 202.22, 194.31, 194.57, 195.49, 192.71]",kept
100228314823,Auckland,Hobsonville,1940-04-22,2012-01-01,72,9,9,-45.75,47.04,-0.64,0.03,-0.51,224.59,0.33,11.87,0.56,-0.42,223.13,0.23,5.51,0.63,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04', '1988-02-01', '1999-01-01', '2003-01-01', '2012-01-01']","[240.39, 225.62, 193.34, 193.65, 203.65, 196.21, 196.43, 198.87, 194.64]",kept
100228314883,Auckland,Hobsonville,1940-04-22,2003-01-01,63,8,8,-45.17,46.8,-0.72,0.05,-0.65,225.88,0.27,8.15,0.79,-0.66,225.96,0.28,3.66,0.77,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04', '1988-02-01', '1999-01-01', '2003-01-01']","[232.58, 219.68, 196.36, 202.14, 210.3, 192.53, 185.78, 187.41]",kept
100228315209,Auckland,Hobsonville,1940-04-22,2003-01-01,63,8,8,-46.95,46.95,-0.75,0.05,-0.62,225.42,0.27,8.23,0.77,-0.61,225.26,0.29,3.71,0.74,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04', '1988-02-01', '1999-01-01', '2003-01-01']","[232.27, 216.64, 197.58, 204.61, 213.15, 195.39, 189.0, 185.32]",kept
100228315256,Auckland,Hobsonville,1940-04-22,2003-01-01,63,7,7,-29.71,32.62,-0.47,0.05,-0.39,234.67,0.4,10.47,0.44,-0.38,234.51,0.42,4.71,0.41,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04', '1988-02-01', '2003-01-01']","[240.53, 231.86, 207.91, 224.17, 231.86, 211.53, 210.82]",kept
100228315257,Auckland,Hobsonville,1940-04-22,2003-01-01,63,7,7,-30.63,32.54,-0.49,0.05,-0.44,236.11,0.39,10.38,0.51,-0.44,236.0,0.41,4.64,0.48,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04', '1988-02-01', '2003-01-01']","[240.56, 234.22, 209.12, 224.0, 231.3, 208.01, 209.93]",kept
100228315258,Auckland,Hobsonville,1940-04-22,2003-01-01,63,7,7,-34.16,37.39,-0.54,0.05,-0.52,237.71,0.39,10.22,0.6,-0.52,237.66,0.4,4.54,0.58,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04', '1988-02-01', '2003-01-01']","[241.75, 235.67, 209.47, 223.05, 228.68, 204.36, 207.59]",kept
100228516283,Auckland,Hobsonville,1940-04-22,2012-01-01,72,7,7,-42.5,44.26,-0.59,0.03,-0.64,247.08,0.15,4.78,0.94,-0.66,247.28,0.1,2.02,0.97,"['1940-04-22', '1950-10-14', '1981-01-04', '1988-02-01', '1999-01-01', '2003-01-01', '2012-01-01']","[242.4, 244.16, 219.75, 224.51, 207.73, 204.25, 199.9]",kept
100228516686,Auckland,Hobsonville,1940-04-22,2012-01-01,72,9,9,-37.26,44.62,-0.52,0.03,-0.61,248.69,0.24,8.54,0.77,-0.63,248.47,0.15,3.51,0.9,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04', '1988-02-01', '1999-01-01', '2003-01-01', '2012-01-01']","[240.2, 242.24, 230.71, 247.56, 228.1, 223.04, 207.63, 205.54, 202.94]",kept
100228516892,Auckland,Hobsonville,1950-10-14,2012-01-01,61,5,5,-24.57,24.57,-0.4,0.04,-0.44,237.75,0.22,4.35,0.88,-0.43,237.43,0.14,1.75,0.95,"['1950-10-14', '1981-01-04', '1988-02-01', '1999-01-01', '2012-01-01']","[235.86, 227.11, 225.9, 211.51, 211.3]",kept
100228516893,Auckland,Hobsonville,1950-10-14,2012-01-01,61,5,5,-30.79,30.79,-0.5,0.04,-0.54,241.51,0.18,3.5,0.94,-0.52,241.16,0.11,1.45,0.97,"['1950-10-14', '1981-01-04', '1988-02-01', '1999-01-01', '2012-01-01']","[240.11, 228.51, 223.12, 211.01, 209.32]",kept
100228516894,Auckland,Hobsonville,1950-10-14,2012-01-01,61,5,5,-35.11,35.11,-0.57,0.04,-0.6,244.9,0.22,4.27,0.93,-0.6,244.69,0.13,1.71,0.97,"['1950-10-14', '1981-01-04', '1988-02-01', '1999-01-01', '2012-01-01']","[243.02, 228.54, 227.59, 211.27, 207.91]",kept
100228516895,Auckland,Hobsonville,1950-10-14,2012-01-01,61,5,5,-32.06,32.06,-0.52,0.04,-0.55,245.43,0.26,5.11,0.89,-0.56,245.26,0.16,2.05,0.96,"['1950-10-14', '1981-01-04', '1988-02-01', '1999-01-01', '2012-01-01']","[243.2, 230.34, 231.53, 213.74, 211.14]",kept
100228516896,Auckland,Hobsonville,1950-10-14,2012-01-01,61,5,5,-30.42,30.42,-0.5,0.04,-0.5,245.94,0.25,4.88,0.88,-0.52,245.96,0.15,1.98,0.95,"['1950-10-14', '1981-01-04', '1988-02-01', '1999-01-01', '2012-01-01']","[244.1, 230.18, 234.48, 218.18, 213.67]",kept
100228516897,Auckland,Hobsonville,1950-10-14,2012-01-01,61,3,3,-24.65,24.65,-0.4,0.04,-0.42,244.64,0.4,2.86,0.98,-0.4,244.59,0.32,1.4,0.98,"['1950-10-14', '1999-01-01', '2012-01-01']","[245.11, 222.01, 220.46]",kept
100228516898,Auckland,Hobsonville,1950-10-14,2012-01-01,61,4,4,-20.03,20.59,-0.33,0.04,-0.34,244.37,0.18,2.98,0.94,-0.32,244.27,0.14,1.31,0.96,"['1950-10-14', '1999-01-01', '2003-01-01', '2012-01-01']","[244.89, 224.31, 228.16, 224.87]",kept
100228516899,Auckland,Hobsonville,1950-10-14,2012-01-01,61,4,4,-30.33,30.33,-0.5,0.04,-0.5,243.28,0.23,3.8,0.95,-0.49,243.23,0.17,1.56,0.97,"['1950-10-14', '1999-01-01', '2003-01-01', '2012-01-01']","[243.8, 214.52, 219.73, 213.48]",kept
100228516900,Auckland,Hobsonville,1950-10-14,2012-01-01,61,7,7,-34.54,34.73,-0.56,0.04,-0.69,248.55,0.17,4.76,0.93,-0.64,247.4,0.12,2.08,0.96,"['1950-10-14', '1963-04-27', '1972-04-14', '1988-02-01', '1999-01-01', '2003-01-01', '2012-01-01']","[243.09, 243.28, 239.01, 224.48, 209.85, 209.91, 208.55]",kept
100228678805,Auckland,Hobsonville,1940-04-22,1972-04-14,32,4,4,3.92,13.55,0.12,0.11,0.2,233.33,0.74,6.18,0.23,0.18,233.33,0.79,2.82,0.18,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14']","[238.03, 228.4, 237.9, 241.95]",kept
100228679930,Auckland,Hobsonville,1940-04-22,1972-04-14,32,4,4,3.31,8.24,0.1,0.11,0.16,229.86,0.43,3.54,0.39,0.16,229.82,0.46,1.63,0.35,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14']","[232.35, 227.41, 234.74, 235.65]",kept
100228680926,Auckland,Hobsonville,1940-04-22,1972-04-14,32,4,4,-3.6,4.01,-0.11,0.11,-0.06,230.93,0.25,2.12,0.22,-0.05,230.83,0.27,0.95,0.15,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14']","[231.31, 228.73, 231.72, 227.71]",kept
100228681922,Auckland,Hobsonville,1940-04-22,1972-04-14,32,4,4,-4.08,4.86,-0.13,0.11,-0.14,229.91,0.14,1.2,0.8,-0.14,229.91,0.15,0.55,0.78,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14']","[228.99, 229.77, 226.68, 224.91]",kept
100228682917,Auckland,Hobsonville,1940-04-22,1972-04-14,32,4,4,-5.0,7.96,-0.16,0.11,-0.22,230.63,0.34,2.8,0.65,-0.23,230.73,0.36,1.28,0.64,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14']","[229.52, 231.03, 223.07, 224.52]",kept
100228683913,Auckland,Hobsonville,1940-04-22,1972-04-14,32,4,4,-19.78,19.78,-0.62,0.11,-0.64,234.59,0.36,3.0,0.93,-0.63,234.56,0.38,1.35,0.92,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14']","[232.29, 231.0, 220.43, 212.51]",kept
100228684908,Auckland,Hobsonville,1940-04-22,1963-04-27,23,3,3,-13.54,13.54,-0.59,0.13,-0.59,235.71,0.19,0.5,1.0,-0.59,235.72,0.2,0.23,1.0,"['1940-04-22', '1950-10-14', '1963-04-27']","[235.49, 229.93, 221.95]",kept
100228685755,Auckland,Hobsonville,1940-04-22,1963-04-27,23,3,3,-6.78,6.78,-0.29,0.13,-0.3,229.71,0.6,1.54,0.91,-0.3,229.73,0.6,0.71,0.91,"['1940-04-22', '1950-10-14', '1963-04-27']","[229.02, 227.82, 222.24]",kept
100228688855,Auckland,Hobsonville,1940-04-22,1963-04-27,23,3,3,-11.64,11.64,-0.51,0.13,-0.51,228.87,0.61,1.57,0.97,-0.51,228.89,0.62,0.73,0.96,"['1940-04-22', '1950-10-14', '1963-04-27']","[228.17, 224.8, 216.54]",kept
100228689687,Auckland,Hobsonville,1940-04-22,1963-04-27,23,3,3,-6.12,6.4,-0.27,0.13,-0.27,228.08,0.97,2.5,0.76,-0.27,228.12,0.98,1.16,0.76,"['1940-04-22', '1950-10-14', '1963-04-27']","[226.97, 227.25, 220.85]",kept
100228690519,Auckland,Hobsonville,1940-04-22,1963-04-27,23,3,3,-3.12,3.77,-0.14,0.13,-0.14,227.16,0.66,1.69,0.65,-0.14,227.19,0.66,0.78,0.64,"['1940-04-22', '1950-10-14', '1963-04-27']","[226.41, 227.06, 223.29]",kept
100228691226,Auckland,Hobsonville,1940-04-22,1963-04-27,23,3,3,-1.55,5.01,-0.07,0.13,-0.08,227.2,1.31,3.39,0.12,-0.08,227.25,1.33,1.57,0.12,"['1940-04-22', '1950-10-14', '1963-04-27']","[225.7, 229.15, 224.14]",kept
100228692069,Auckland,Hobsonville,1940-04-22,1963-04-27,23,3,3,-4.25,6.87,-0.18,0.13,-0.2,228.8,1.44,3.72,0.43,-0.2,228.85,1.46,1.72,0.42,"['1940-04-22', '1950-10-14', '1963-04-27']","[227.15, 229.77, 222.9]",kept
100228692912,Auckland,Hobsonville,1940-04-22,1972-04-14,32,4,4,0.42,6.42,0.01,0.11,-0.06,227.63,0.37,3.08,0.09,-0.07,227.76,0.39,1.4,0.12,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14']","[226.74, 229.65, 223.23, 227.16]",kept
100228693626,Auckland,Hobsonville,1940-04-22,1981-01-04,41,5,5,-11.05,15.52,-0.27,0.08,-0.25,229.39,0.34,4.67,0.51,-0.26,229.43,0.33,2.02,0.54,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04']","[225.93, 230.4, 223.01, 226.0, 214.89]",kept
100228694483,Auckland,Hobsonville,1940-04-22,1981-01-04,41,5,5,-9.58,15.47,-0.24,0.08,-0.22,228.13,0.37,5.17,0.38,-0.23,228.18,0.36,2.25,0.42,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04']","[224.1, 229.99, 222.96, 226.08, 214.52]",kept
100228695341,Auckland,Hobsonville,1940-04-22,1981-01-04,41,5,5,-5.16,15.36,-0.13,0.08,-0.12,224.35,0.48,6.6,0.1,-0.13,224.43,0.47,2.9,0.12,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04']","[218.76, 228.96, 221.77, 226.05, 213.6]",kept
100228696096,Auckland,Hobsonville,1940-04-22,1981-01-04,41,5,5,-2.84,16.87,-0.07,0.08,-0.09,222.83,0.56,7.8,0.04,-0.1,222.92,0.57,3.49,0.05,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04']","[215.43, 229.46, 222.62, 224.83, 212.59]",kept
100228696871,Auckland,Hobsonville,1940-04-22,1981-01-04,41,5,5,-1.5,17.67,-0.04,0.08,-0.09,222.54,0.58,8.09,0.04,-0.1,222.66,0.6,3.67,0.05,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04']","[214.37, 230.54, 222.31, 222.86, 212.86]",kept
100228697640,Auckland,Hobsonville,1940-04-22,1981-01-04,41,5,5,0.76,18.08,0.02,0.08,-0.03,221.78,0.64,8.92,0.0,-0.04,221.9,0.65,4.03,0.01,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04']","[212.94, 231.01, 223.04, 225.15, 213.7]",kept
100228698431,Auckland,Hobsonville,1940-04-22,1981-01-04,41,5,5,-3.42,14.16,-0.08,0.08,-0.11,225.21,0.46,6.34,0.1,-0.11,225.27,0.47,2.88,0.1,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04']","[218.84, 229.58, 226.96, 223.49, 215.42]",kept
100228699268,Auckland,Hobsonville,1940-04-22,1981-01-04,41,5,5,-0.67,14.92,-0.02,0.08,0.04,227.29,0.56,7.73,0.01,0.04,227.27,0.56,3.44,0.01,"['1940-04-22', '1950-10-14', '1963-04-27', '1972-04-14', '1981-01-04']","[221.49, 229.91, 235.75, 232.89, 220.83]",kept
100217216882,Auckland,Ngataringa,1950-09-19,2012-01-01,61,10,10,26.02,26.02,0.42,0.04,0.31,168.95,0.13,4.3,0.72,0.29,168.71,0.09,1.96,0.82,"['1950-09-19', '1963-04-27', '1968-09-28', '1972-04-14', '1975-07-31', '1980-10-24', '1988-02-01', '2003-01-01', '2012-01-01', '2012-01-01']","[161.18, 173.66, 174.5, 179.48, 178.58, 184.3, 183.91, 181.43, 185.38, 187.21]",reversed
100217216883,Auckland,Ngataringa,1950-09-19,2012-01-01,61,10,10,34.27,34.27,0.56,0.04,0.43,161.39,0.14,4.77,0.8,0.4,161.35,0.1,2.17,0.88,"['1950-09-19', '1963-04-27', '1968-09-28', '1972-04-14', '1975-07-31', '1980-10-24', '1988-02-01', '2003-01-01', '2012-01-01', '2012-01-01']","[152.07, 169.53, 168.06, 174.79, 175.39, 180.08, 180.35, 181.26, 184.8, 186.35]",reversed
100217216884,Auckland,Ngataringa,1963-04-27,2012-01-01,49,9,9,22.36,25.81,0.46,0.05,0.46,165.87,0.1,2.89,0.91,0.44,166.6,0.09,1.58,0.92,"['1963-04-27', '1968-09-28', '1972-04-14', '1975-07-31', '1980-10-24', '1988-02-01', '2003-01-01', '2012-01-01', '2012-01-01']","[167.06, 163.61, 169.21, 171.7, 179.01, 178.18, 182.76, 186.32, 189.42]",reversed
100217216885,Auckland,Ngataringa,1950-09-19,2012-01-01,61,9,9,48.47,48.47,0.79,0.04,0.7,152.05,0.13,4.07,0.94,0.71,151.43,0.11,2.09,0.96,"['1950-09-19', '1968-09-28', '1972-04-14', '1975-07-31', '1980-10-24', '1988-02-01', '2003-01-01', '2012-01-01', '2012-01-01']","[148.15, 162.43, 167.2, 174.06, 179.48, 178.85, 183.46, 193.02, 196.62]",reversed
100217216886,Auckland,Ngataringa,1950-09-19,2024-01-01,73,11,11,55.15,55.97,0.75,0.03,0.87,147.95,0.11,4.34,0.96,0.72,155.88,0.18,5.24,0.85,"['1950-09-19', '1963-04-27', '1968-09-28', '1972-04-14', '1975-07-31', '1980-10-24', '1988-02-01', '2003-01-01', '2012-01-01', '2012-01-01', '2024-01-01']","[149.88, 158.46, 158.57, 163.69, 167.76, 180.73, 182.23, 193.01, 205.14, 205.85, 205.03]",reversed
100217216887,Auckland,Ngataringa,1963-04-27,2024-01-01,61,10,10,48.27,51.62,0.8,0.04,1.0,156.45,0.18,6.26,0.93,0.74,166.19,0.23,5.43,0.82,"['1963-04-27', '1968-09-28', '1972-04-14', '1975-07-31', '1980-10-24', '1988-02-01', '2003-01-01', '2012-01-01', '2012-01-01', '2024-01-01']","[159.55, 156.2, 161.22, 162.29, 181.65, 184.29, 203.21, 206.38, 207.63, 207.82]",reversed
100217216888,Auckland,Ngataringa,1940-04-22,2024-01-01,84,10,10,70.29,70.29,0.84,0.03,0.96,135.58,0.13,5.49,0.96,0.78,145.95,0.19,5.17,0.88,"['1940-04-22', '1968-09-28', '1972-04-14', '1975-07-31', '1980-10-24', '1988-02-01', '2003-01-01', '2012-01-01', '2012-01-01', '2024-01-01']","[137.72, 156.17, 162.78, 167.66, 179.89, 182.08, 204.33, 205.96, 207.27, 208.01]",reversed
100217216889,Auckland,Ngataringa,1968-09-28,2024-01-01,55,9,9,49.53,49.92,0.9,0.06,0.94,163.0,0.18,5.44,0.93,0.65,173.57,0.26,5.12,0.76,"['1968-09-28', '1972-04-14', '1975-07-31', '1980-10-24', '1988-02-01', '2003-01-01', '2012-01-01', '2012-01-01', '2024-01-01']","[156.99, 165.51, 169.26, 179.73, 179.51, 202.72, 204.13, 206.91, 206.51]",reversed
