filename,matched_image,match_score,n_lines,driver,dtype,nodata,width,height,count,crs,transform,blockxsize,blockysize,tiled,compress,interleave,GCPs,res,CPS,photometric
Retrolens/Northland/WhangareiHeads/Shorelines/WhangareiHeads_28MAY1942.shp,Retrolens/Northland/WhangareiHeads/Stack/WhangareiHeads_28MAY1942_mosaic.jp2,100.0,6,JP2OpenJPEG,uint16,256.0,35114,47915,1,"PROJCS[""NZGD2000 / New Zealand Transverse Mercator 2000"",GEOGCS[""NZGD2000"",DATUM[""New_Zealand_Geodetic_Datum_2000"",SPHEROID[""GRS 1980"",6378137,298.257222101004,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6167""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4167""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",173],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1600000],PARAMETER[""false_northing"",10000000],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH],AUTHORITY[""EPSG"",""2193""]]","| 0.22, 0.00, 1737085.20|
| 0.00,-0.22, 6039917.24|
| 0.00, 0.00, 1.00|",,47915,False,,,0,"(0.21968032939999754, 0.21968032939999604)",True,
Retrolens/Northland/WhangareiHeads/Shorelines/WhangareiHeads_11MAY1968.shp,Retrolens/Northland/WhangareiHeads/Stack/WhangareiHeads_11MAY1968_mosaic.jp2,100.0,6,JP2OpenJPEG,uint16,256.0,23614,32222,1,"PROJCS[""NZGD2000 / New Zealand Transverse Mercator 2000"",GEOGCS[""NZGD2000"",DATUM[""New_Zealand_Geodetic_Datum_2000"",SPHEROID[""GRS 1980"",6378137,298.257222101004,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6167""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4167""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",173],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1600000],PARAMETER[""false_northing"",10000000],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH],AUTHORITY[""EPSG"",""2193""]]","| 0.33, 0.00, 1737085.20|
| 0.00,-0.33, 6039917.24|
| 0.00, 0.00, 1.00|",1024.0,1024,True,,,0,"(0.32666823639999365, 0.3266682364000039)",True,
Retrolens/Northland/LangsBeach/Shorelines/LangsBeach_20MAY1963.shp,Retrolens/Northland/LangsBeach/Stack/LangsBeach_20MAY1963_mosaic.jp2,100.0,1,JP2OpenJPEG,uint16,256.0,34821,17620,1,"PROJCS[""NZGD2000 / New Zealand Transverse Mercator 2000"",GEOGCS[""NZGD2000"",DATUM[""New_Zealand_Geodetic_Datum_2000"",SPHEROID[""GRS 1980"",6378137,298.257222101004,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6167""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4167""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",173],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1600000],PARAMETER[""false_northing"",10000000],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH],AUTHORITY[""EPSG"",""2193""]]","| 0.21, 0.00, 1735789.28|
| 0.00,-0.21, 6011868.37|
| 0.00, 0.00, 1.00|",,17620,False,,,0,"(0.21412490269998524, 0.2141249026999588)",True,
Retrolens/Northland/LangsBeach/Shorelines/LangsBeach_06JAN1978.shp,Retrolens/Northland/LangsBeach/Stack/LangsBeach_06JAN1978_mosaic.jp2,100.0,6,JP2OpenJPEG,uint16,256.0,10806,6599,1,"PROJCS[""NZGD2000 / New Zealand Transverse Mercator 2000"",GEOGCS[""NZGD2000"",DATUM[""New_Zealand_Geodetic_Datum_2000"",SPHEROID[""GRS 1980"",6378137,298.257222101004,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6167""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4167""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",173],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1600000],PARAMETER[""false_northing"",10000000],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH],AUTHORITY[""EPSG"",""2193""]]","| 0.74, 0.00, 1735956.11|
| 0.00,-0.74, 6012362.96|
| 0.00, 0.00, 1.00|",1024.0,1024,True,,,0,"(0.7357619780999575, 0.7357619780999686)",True,
Retrolens/Northland/BayofIslands_East/Shorelines/Bayofislands_East_04JAN1980.shp,Retrolens/Northland/BayofIslands_East/Stack/BayofIslands_East_04JAN1980.tif,100.0,67,GTiff,uint16,65535.0,88275,55290,1,"PROJCS[""NZGD2000 / New Zealand Transverse Mercator 2000"",GEOGCS[""NZGD2000"",DATUM[""New_Zealand_Geodetic_Datum_2000"",SPHEROID[""GRS 1980"",6378137,298.257222101004,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6167""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4167""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",173],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1600000],PARAMETER[""false_northing"",10000000],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH],AUTHORITY[""EPSG"",""2193""]]","| 0.19, 0.00, 1700735.14|
| 0.00,-0.19, 6102326.45|
| 0.00, 0.00, 1.00|",128.0,128,True,lzw,band,0,"(0.18577185819999514, 0.18577185819999514)",True,
Retrolens/Northland/BayofIslands_East/Shorelines/Bayofislands_East_06MAY1972.shp,Retrolens/Northland/BayofIslands_East/Stack/BayofIslands_East_06MAY1972.tif,100.0,17,GTiff,uint16,65535.0,33835,32961,1,"PROJCS[""NZGD2000 / New Zealand Transverse Mercator 2000"",GEOGCS[""NZGD2000"",DATUM[""New_Zealand_Geodetic_Datum_2000"",SPHEROID[""GRS 1980"",6378137,298.257222101004,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6167""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4167""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",173],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1600000],PARAMETER[""false_northing"",10000000],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH],AUTHORITY[""EPSG"",""2193""]]","| 0.22, 0.00, 1709625.96|
| 0.00,-0.22, 6101156.96|
| 0.00, 0.00, 1.00|",128.0,128,True,lzw,band,0,"(0.22190759970000182, 0.22190759970000182)",True,
Retrolens/Northland/BayofIslands_East/Shorelines/Bayofislands_East_17MAR1961.shp,Retrolens/Northland/BayofIslands_East/Stack/BayofIslands_East_17MAR1961.tif,100.0,27,GTiff,uint16,65535.0,27942,17502,1,"PROJCS[""NZGD2000 / New Zealand Transverse Mercator 2000"",GEOGCS[""NZGD2000"",DATUM[""New_Zealand_Geodetic_Datum_2000"",SPHEROID[""GRS 1980"",6378137,298.257222101004,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6167""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4167""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",173],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1600000],PARAMETER[""false_northing"",10000000],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH],AUTHORITY[""EPSG"",""2193""]]","| 0.59, 0.00, 1700735.20|
| 0.00,-0.59, 6102326.68|
| 0.00, 0.00, 1.00|",128.0,128,True,lzw,band,0,"(0.5868932429000014, 0.5868932429000014)",True,
Retrolens/Northland/BayofIslands_East/Shorelines/Bayofislands_East_22AUG1971.shp,Retrolens/Northland/BayofIslands_East/Stack/BayofIslands_East_22AUG1971.tif,100.0,16,GTiff,uint16,65535.0,76020,37163,1,"PROJCS[""NZGD2000 / New Zealand Transverse Mercator 2000"",GEOGCS[""NZGD2000"",DATUM[""New_Zealand_Geodetic_Datum_2000"",SPHEROID[""GRS 1980"",6378137,298.257222101004,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6167""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4167""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",173],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1600000],PARAMETER[""false_northing"",10000000],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH],AUTHORITY[""EPSG"",""2193""]]","| 0.22, 0.00, 1700735.13|
| 0.00,-0.22, 6102326.34|
| 0.00, 0.00, 1.00|",128.0,128,True,lzw,band,0,"(0.215720628999993, 0.215720628999993)",True,
Retrolens/Northland/BayofIslands_East/Shorelines/Bayofislands_East_29MAR1951.shp,Retrolens/Northland/BayofIslands_East/Stack/BayofIslands_East_29MAR1951.tif,100.0,50,GTiff,uint8,255.0,65291,40895,1,"PROJCS[""NZGD2000 / New Zealand Transverse Mercator 2000"",GEOGCS[""NZGD2000"",DATUM[""New_Zealand_Geodetic_Datum_2000"",SPHEROID[""GRS 1980"",6378137,298.257222101004,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6167""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4167""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",173],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1600000],PARAMETER[""false_northing"",10000000],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH],AUTHORITY[""EPSG"",""2193""]]","| 0.25, 0.00, 1700735.19|
| 0.00,-0.25, 6102326.53|
| 0.00, 0.00, 1.00|",128.0,128,True,lzw,band,0,"(0.2511692499999937, 0.2511692499999937)",True,
Retrolens/Northland/BayofIslands_East/Shorelines/Bayofislands_East_22NOV1976.shp,Retrolens/Northland/BayofIslands_East/Stack/BayofIslands_East_22NOV1976.tif,100.0,36,GTiff,uint16,65535.0,22444,14058,1,"PROJCS[""NZGD2000 / New Zealand Transverse Mercator 2000"",GEOGCS[""NZGD2000"",DATUM[""New_Zealand_Geodetic_Datum_2000"",SPHEROID[""GRS 1980"",6378137,298.257222101004,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6167""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4167""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",173],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1600000],PARAMETER[""false_northing"",10000000],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH],AUTHORITY[""EPSG"",""2193""]]","| 0.73, 0.00, 1700735.15|
| 0.00,-0.73, 6102326.97|
| 0.00, 0.00, 1.00|",128.0,128,True,lzw,band,0,"(0.7306805676999945, 0.7306805676999945)",True,
Retrolens/Northland/BayofIslands_East/Shorelines/Bayofislands_East_04JAN1981.shp,Retrolens/Northland/BayofIslands_East/Stack/BayofIslands_East_04JAN1981.tif,100.0,24,GTiff,uint16,65535.0,14721,26338,1,"PROJCS[""NZGD2000 / New Zealand Transverse Mercator 2000"",GEOGCS[""NZGD2000"",DATUM[""New_Zealand_Geodetic_Datum_2000"",SPHEROID[""GRS 1980"",6378137,298.257222101004,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6167""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4167""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",173],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1600000],PARAMETER[""false_northing"",10000000],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH],AUTHORITY[""EPSG"",""2193""]]","| 0.19, 0.00, 1700735.10|
| 0.00,-0.19, 6097022.95|
| 0.00, 0.00, 1.00|",128.0,128,True,lzw,band,0,"(0.1886208524000065, 0.1886208524000065)",True,
Retrolens/Northland/Rangiputa/Shorelines/Rangiputa_14AUG1944.shp,Retrolens/Northland/Rangiputa/Stack/Rangiputa_14AUG1944.tif,100.0,10,GTiff,uint16,65535.0,37946,41315,1,"PROJCS[""NZGD2000 / New Zealand Transverse Mercator 2000"",GEOGCS[""NZGD2000"",DATUM[""New_Zealand_Geodetic_Datum_2000"",SPHEROID[""GRS 1980"",6378137,298.257222101004,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6167""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4167""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",173],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1600000],PARAMETER[""false_northing"",10000000],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH],AUTHORITY[""EPSG"",""2193""]]","| 0.31, 0.00, 1625117.21|
| 0.00,-0.31, 6150117.73|
| 0.00, 0.00, 1.00|",128.0,128,True,lzw,band,0,"(0.31215562909999817, 0.31215562909999817)",True,
Retrolens/Northland/Rangiputa/Shorelines/Rangiputa_18NOV1977.shp,Retrolens/Northland/Rangiputa/Stack/Rangiputa_18NOV1977.tif,100.0,5,GTiff,uint16,65535.0,13161,14424,1,"PROJCS[""NZGD2000 / New Zealand Transverse Mercator 2000"",GEOGCS[""NZGD2000"",DATUM[""New_Zealand_Geodetic_Datum_2000"",SPHEROID[""GRS 1980"",6378137,298.257222101004,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6167""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4167""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",173],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1600000],PARAMETER[""false_northing"",10000000],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH],AUTHORITY[""EPSG"",""2193""]]","| 0.90, 0.00, 1625116.55|
| 0.00,-0.90, 6150202.88|
| 0.00, 0.00, 1.00|",128.0,128,True,lzw,band,0,"(0.9000671198000004, 0.9000671198000004)",True,
Retrolens/Northland/Rangiputa/Shorelines/Rangiputa_20FEB1984.shp,Retrolens/Northland/Rangiputa/Stack/Rangiputa_20FEB1984.tif,100.0,54,GTiff,uint16,65535.0,29441,32266,1,"PROJCS[""NZGD2000 / New Zealand Transverse Mercator 2000"",GEOGCS[""NZGD2000"",DATUM[""New_Zealand_Geodetic_Datum_2000"",SPHEROID[""GRS 1980"",6378137,298.257222101004,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6167""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4167""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",173],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1600000],PARAMETER[""false_northing"",10000000],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH],AUTHORITY[""EPSG"",""2193""]]","| 0.40, 0.00, 1625117.22|
| 0.00,-0.40, 6150202.25|
| 0.00, 0.00, 1.00|",128.0,128,True,lzw,band,0,"(0.4023285596999919, 0.4023285596999919)",True,
Retrolens/Northland/Rangiputa/Shorelines/Rangiputa_11MAY1968.shp,Retrolens/Northland/Rangiputa/Stack/Rangiputa_11MAY1968.tif,100.0,46,GTiff,uint16,65535.0,9073,9867,1,"PROJCS[""NZGD2000 / New Zealand Transverse Mercator 2000"",GEOGCS[""NZGD2000"",DATUM[""New_Zealand_Geodetic_Datum_2000"",SPHEROID[""GRS 1980"",6378137,298.257222101004,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6167""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4167""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",173],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1600000],PARAMETER[""false_northing"",10000000],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH],AUTHORITY[""EPSG"",""2193""]]","| 1.31, 0.00, 1625117.17|
| 0.00,-1.31, 6150202.22|
| 0.00, 0.00, 1.00|",128.0,128,True,lzw,band,0,"(1.3055227920999906, 1.3055227920999906)",True,
Retrolens/Northland/Rangiputa/Shorelines/Rangiputa_26MAY1947.shp,Retrolens/Northland/Rangiputa/Stack/Rangiputa_26MAY1947.tif,100.0,4,GTiff,uint8,255.0,36486,7650,1,"PROJCS[""NZGD2000 / New Zealand Transverse Mercator 2000"",GEOGCS[""NZGD2000"",DATUM[""New_Zealand_Geodetic_Datum_2000"",SPHEROID[""GRS 1980"",6378137,298.257222101004,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6167""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4167""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",173],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1600000],PARAMETER[""false_northing"",10000000],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH],AUTHORITY[""EPSG"",""2193""]]","| 0.32, 0.00, 1625117.17|
| 0.00,-0.32, 6150202.14|
| 0.00, 0.00, 1.00|",128.0,128,True,lzw,band,0,"(0.3246528905000033, 0.3246528905000033)",True,
Retrolens/Northland/Rawara/Shorelines/Rawara_19JAN1957.shp,Retrolens/Northland/Rawara/Stack/Rawara_19JAN1957.tif,100.0,6,GTiff,uint16,65535.0,15329,18716,1,"PROJCS[""NZGD2000 / New Zealand Transverse Mercator 2000"",GEOGCS[""NZGD2000"",DATUM[""New_Zealand_Geodetic_Datum_2000"",SPHEROID[""GRS 1980"",6378137,298.257222101004,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6167""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4167""]],PROJECTION[""Transverse_Mercator""],PARAMETER[""latitude_of_origin"",0],PARAMETER[""central_meridian"",173],PARAMETER[""scale_factor"",0.9996],PARAMETER[""false_easting"",1600000],PARAMETER[""false_northing"",10000000],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH],AUTHORITY[""EPSG"",""2193""]]","| 0.63, 0.00, 1600021.26|
| 0.00,-0.63, 6167791.94|
| 0.00, 0.00, 1.00|",128.0,128,True,lzw,band,0,"(0.629109078399971, 0.629109078399971)",True,
